Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Image,Longitude,Lattitude,Region,Sub-Region,Territory,Info,Name en,Name fr,Name es,Name he,Name ar,Date estab,Hectare,CMS ID,Area A,Area B,Area C
The Jewish Cemetery,the-jewish-cemetery,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cffa734b3c8fa19b78,false,false,Mon Jul 14 2025 22:33:51 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.09941,31.52518,hebron,,West Bank,,,Le cimetière juif,Cementerio Judío,בית הקברות היהודי,مقبرة اليهود,1975,2,687585cffa734b3c8fa19b78,false,false,true
The Tomb of the Patriarchs / Ibrahimi Mosque,the-tomb-of-the-patriarchs-ibrahimi-mosque,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585cfec2f534409f65ae4,false,false,Mon Jul 14 2025 22:33:51 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.11073,31.52445,hebron,,West Bank,,,Le tombeau des Patriarches/Mosquée Ibrahimi,Tumba de los Patriarcas / Mezquita de Ibrahimi,מערת המכפלה / מסגד אברהם,الحرم الإبراهيمي,1994,1,687585cfec2f534409f65ae4,false,false,true
Tko'a B-C,tkoa-b-c,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d49b0c3d1ed03d81d3,false,false,Mon Jul 14 2025 22:33:56 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.2321,31.64345,bethlehem,,West Bank,,,Tko'a B-C,Tekoa B-C,תקוע ב-ג,تقوع ب-ج,2001,15,687585d49b0c3d1ed03d81d3,false,false,true
Tko'a D,tkoa-d,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d6575425bc82518ed4,false,false,Mon Jul 14 2025 22:33:58 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.24268,31.63552,bethlehem,,West Bank,,,Tko'a D,Tekoa D,תקוע ד,تقوع د,2002,13,687585d6575425bc82518ed4,false,false,true
Tomer,tomer,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d761edb27b79602d3b,false,false,Mon Jul 14 2025 22:33:59 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.43905,32.01911,jericho,,West Bank,,,Tomer,Tomer,תומר,تومر,1978,29,687585d761edb27b79602d3b,false,false,true
Tzur Shalem,tzur-shalem,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d1a76b7bdf46f478a5,false,false,Mon Jul 14 2025 22:33:53 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.09686,31.60632,hebron,,West Bank,,,Tzur Shalem,Tzur Shalem,צור שלם,تسور شاليم,2001,5,687585d1a76b7bdf46f478a5,false,false,true
Vered Yeriho,vered-yeriho,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d75a003d7af4724559,false,false,Mon Jul 14 2025 22:33:59 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.43206,31.82646,jericho,,West Bank,,,Vered Yeriho,Vered Yeriho,ורד יריחו,فيرد يريحو,1980,13,687585d75a003d7af4724559,false,false,true
Yafit,yafit,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dd3599ddc67820997c,false,false,Mon Jul 14 2025 22:34:05 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.47355,32.06229,jericho,,West Bank,,,Yafit,Yafit,יפית,يافيت,1980,31,687585dd3599ddc67820997c,false,false,true
Yair Farm,yair-farm,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d3d67b76dcbf56ffa5,false,false,Mon Jul 14 2025 22:33:55 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.10594,32.14589,salfit,,West Bank,,,Ferme Yair,Granja Yair,חוות יאיר,حفات يئير,2001,34,687585d3d67b76dcbf56ffa5,false,false,true
Yaqir,yaqir,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585de653c34cab386c6ec,false,false,Mon Jul 14 2025 22:34:06 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.11367,32.14969,salfit,,West Bank,,,Yaqir,Yakir,יקיר,يكير,1981,31,687585de653c34cab386c6ec,false,false,true
Yitav,yitav,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585db5528e929a6136c22,false,false,Mon Jul 14 2025 22:34:03 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.42402,31.94718,jericho,,West Bank,,,Yitav,Yitav,"ייט""ב",ييتاف,1970,11,687585db5528e929a6136c22,false,false,true
Yizhar,yizhar,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585dec2b2089743180dee,false,false,Mon Jul 14 2025 22:34:06 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.23887,32.16639,nablus,,West Bank,,,Yizhar,Yizhar,יצהר,يتسهار,1983,30,687585dec2b2089743180dee,false,false,true
Zayit Ra'anan,zayit-raanan,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d492ea4d2e4d24cbe1,false,false,Mon Jul 14 2025 22:33:56 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.11603,31.95654,ramallah,,West Bank,,,Zayit Ra'anan,Zayit Raanan,זית רענן,زيت رعنان,2001,18,687585d492ea4d2e4d24cbe1,false,false,true
Zufin (Zufim),zufin-zufim,6840b0bcc65eb2273e9a0263,6827a014ed04cf73eed133d8,687585d74f775a0ff8eb697e,false,false,Mon Jul 14 2025 22:33:59 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:56:23 GMT+0000 (Coordinated Universal Time),Wed Aug 20 2025 19:58:46 GMT+0000 (Coordinated Universal Time),,35.00913,32.19859,qalqilya,,West Bank,,,Zufin (Zufim),Zufin (Zufim),צופין (צופים),تسوفين (تسوفيم),1989,22,687585d74f775a0ff8eb697e,false,false,true
